"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapCatch
Contaminant Concentrations,Whiting

Step,61
Year,5.083313
Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.025317972525954247,0.024261945858597755,-9999,-9999,0.01903671771287918,0.016694027930498123,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.029112672433257103,0.03329028934240341,0.04141172021627426,0.048353418707847595,0.05257195234298706,0.054635703563690186,0.044051166623830795,0.03690170869231224,0.03602571040391922,0.03552289307117462,0.029008835554122925,0.02228556200861931,0.018135448917746544,0.015732618048787117,-9999,-9999
-9999,-9999,-9999,0.026302512735128403,0.03058796003460884,0.03653588145971298,0.04579078406095505,0.055529940873384476,0.0665416270494461,0.07575097680091858,0.08086202293634415,0.07790351659059525,0.07345439493656158,0.06132877245545387,0.0467325858771801,0.032991498708724976,0.024115964770317078,0.01995757594704628,-9999,-9999
-9999,-9999,-9999,0.026149289682507515,0.031178584322333336,0.042231347411870956,0.05749693885445595,0.07739382982254028,0.10492625832557678,0.14620627462863922,0.1902499794960022,0.20962893962860107,0.19297464191913605,0.14250637590885162,0.09611006081104279,0.059363484382629395,0.038658589124679565,0.03387764096260071,-9999,-9999
-9999,-9999,0.01800229772925377,0.023989032953977585,0.032817065715789795,0.04824358969926834,0.07049145549535751,0.10386595129966736,0.16499929130077362,0.26076391339302063,0.38146886229515076,0.4424612522125244,0.419241338968277,0.3068530857563019,0.1893930584192276,0.11009138822555542,0.06738370656967163,0.052749041467905045,0.04318796470761299,-9999
-9999,-9999,0.017769405618309975,0.022957177832722664,0.03593698516488075,0.05815881863236427,0.09029039740562439,0.14415861666202545,0.24070270359516144,0.3917377293109894,0.572830080986023,0.682692289352417,0.66084223985672,0.5154836177825928,0,0.20076750218868256,0.12106592208147049,0.0820113867521286,0.06798048317432404,-9999
-9999,-9999,0.019334176555275917,0.02694300003349781,0.046109333634376526,0.07836335152387619,0.13042569160461426,0.21257054805755615,0.3343060314655304,0.5011563301086426,0.6614953279495239,0.7688762545585632,0.7648919224739075,0.6521325707435608,0.4853047728538513,0.3208096921443939,0.20700113475322723,0.14058123528957367,0.11705871671438217,-9999
-9999,0.01502491906285286,0.022581124678254128,0.03650232404470444,0.0691862627863884,0.12630827724933624,0.2096540778875351,0.32822322845458984,0.4663480818271637,0.6005038022994995,0.6970206499099731,0.7562370300292969,0.7675678730010986,0.7080550193786621,0.6010724306106567,0,0.3173573613166809,0.22668930888175964,0.192067950963974,-9999
-9999,0.01988941803574562,0.02923377975821495,0.05631502717733383,0.11322230100631714,0.20780068635940552,0.33731311559677124,0.4875156283378601,0.6150385737419128,0.6900807023048401,0.7154819369316101,0.7301110625267029,0.732930064201355,0.715377151966095,0.6610932350158691,0,0.43535560369491577,0.3351347744464874,0.29468193650245667,-9999
-9999,0.031926319003105164,0.046345990151166916,0.0884486585855484,0.16852574050426483,0.29364389181137085,0.4564271867275238,0.615269124507904,0.7040557265281677,0.7236990928649902,0.7133419513702393,0.7060470581054688,0.7098150253295898,0.7062423229217529,0.6821514368057251,0.6296842098236084,0.5384069085121155,0.4497646689414978,0.41060155630111694,-9999
-9999,0.057855576276779175,0.07931172847747803,0.14056330919265747,0.2402418553829193,0.3738856315612793,0.5291112065315247,0.6494376063346863,0.6846495866775513,0.6668391823768616,0.6424583196640015,0.638117790222168,0,0,0.6572473049163818,0,0.5906859040260315,0.5331676006317139,0.5045569539070129,-9999
-9999,0.10904207825660706,0.14355501532554626,0.23044636845588684,0.3363284170627594,0.45224061608314514,0.5584229826927185,0.6151564121246338,0.5989087820053101,0.5526037216186523,0.5179880857467651,0.5075768232345581,0,0,0,0.5382993817329407,0.5421232581138611,0.5360669493675232,0.5226403474807739,-9999
-9999,0.19066545367240906,0.23847584426403046,0.34581708908081055,0.44683489203453064,0.5191661715507507,0.555877149105072,0.545512318611145,0.4953550398349762,0.43796491622924805,0.3970054090023041,0.3748047947883606,0,0,0,0.3581804037094116,0.3912624418735504,0.44946539402008057,0.4666735827922821,-9999
-9999,0.271913081407547,0.3226129114627838,0.4321032166481018,0.5079764127731323,0.5256422758102417,0.5036697387695312,0.4562157392501831,0.39730846881866455,0.3467617630958557,0.31132370233535767,0.28092145919799805,0.25476929545402527,0.23157107830047607,0,0,0.22058048844337463,0.27939143776893616,-9999,-9999
-9999,0.31290051341056824,0.3569878041744232,0.44799870252609253,0.4870315492153168,0.46653515100479126,0.41887742280960083,0.36328572034835815,0.31760087609291077,0.283406138420105,0,0,0,0.1590811312198639,0,0,0.10887370258569717,0,-9999,-9999
-9999,0.3397389352321625,0.36096683144569397,0.41992971301078796,0.43230578303337097,0.39093029499053955,0.33301904797554016,0.2824937105178833,0.25019511580467224,0,0,0,0,0.11517481505870819,0.09080591052770615,0.07243587076663971,0.05966982617974281,0.04905056208372116,0,0
